sample	chromosome	start	stop	mean	count
W8-1-1	6	126183693	126186777	-2.366	3
W8-1-1	6	149662	28643096	-0.208	21778
W8-1-1	6	155493291	155493312	-2.068	2
W8-1-1	6	165897871	171051006	-0.22	3622
W8-1-1	6	28648083	31286306	-0.281	1285
W8-1-1	6	31286532	31295954	-1.63	6
W8-1-1	6	31295987	33409151	-0.297	1074
W8-1-1	6	33409212	44942300	-0.209	7607
W8-1-1	6	67683808	67684532	-1.577	7
W8-1-1	6	79424433	79424433	-2.683	2
W8-1-1	6	81277988	81289535	-0.71	34
W8-1-1	7	109437093	109437674	-0.614	10
W8-1-1	7	109441245	109453911	-0.769	11
W8-1-1	7	133785418	133799155	-0.492	31
W8-1-1	7	142476077	142499678	0.368	44
W8-1-1	7	143870087	144066948	0.302	50
W8-1-1	7	144378851	144378912	-1.951	2
W8-1-1	7	152624870	152624884	-1.693	2
W8-1-1	7	54386506	54386518	-1.741	6
W8-1-1	7	54872225	55475666	0.382	608
W8-1-1	8	31255	146298156	-0.209	98308
W8-1-1	9	17955495	18685344	-0.591	645
W8-1-1	9	18689099	18705280	-1.277	8
W8-1-1	9	18707802	21391231	-0.543	2271
W8-1-1	9	21391365	24254687	-1.217	2039
W8-1-1	9	24260184	33709464	-0.568	7162
W8-1-1	9	33709610	141091395	-0.229	53425
W8-1-1	10	102955294	135506705	-0.539	23537
W8-1-1	10	46691159	47392333	-0.764	208
W8-1-1	10	47401342	48736767	-0.51	509
W8-1-1	10	48771951	49363009	-1.144	35
W8-1-1	10	49381612	57778783	-0.511	6011
W8-1-1	10	57782307	57990229	0.329	157
W8-1-1	10	57990517	67306277	-0.5	6629
W8-1-1	10	67307924	67314447	-1.062	28
W8-1-1	10	67322796	78257062	-0.507	6978
W8-1-1	10	72760	46674181	-0.526	32481
W8-1-1	10	78257611	78260586	1.281	2
W8-1-1	10	78261268	102954897	-0.504	17060
W8-1-1	11	113647332	134944770	-0.227	16236
W8-1-1	11	198510	4238406	-0.234	1881
W8-1-1	11	29842671	29843151	-2.957	2
W8-1-1	11	29843803	36780474	-0.218	5218
W8-1-1	11	36781162	36783702	-1.423	4
W8-1-1	11	36784210	37749065	-0.207	681
W8-1-1	11	37825890	48418415	-0.215	6791
W8-1-1	11	4386705	4967651	-0.236	670
W8-1-1	11	48419783	48966804	-0.732	195
W8-1-1	11	48967920	49852041	-0.205	468
W8-1-1	11	4968117	4976893	0.344	44
W8-1-1	11	4976908	29837640	-0.217	18948
W8-1-1	11	49853416	49853623	-1.394	4
W8-1-1	11	49853640	55248344	-0.241	623
W8-1-1	11	61073192	80394562	-0.225	10528
W8-1-1	12	102080511	132120716	-0.223	21350
W8-1-1	12	132132585	132133336	-1.89	13
W8-1-1	12	132142332	133778190	-0.216	594
W8-1-1	12	150443	55043233	-0.234	34657
W8-1-1	12	55043564	102079418	-0.204	30727
W8-1-1	13	19026950	20854161	-0.229	977
W8-1-1	13	20855428	20855789	-2.802	2
W8-1-1	13	20856166	25029374	-0.236	3215
W8-1-1	13	25029389	25029560	-2.307	6
W8-1-1	13	25029575	115108398	-0.22	61727
W8-1-1	14	20422583	22323583	-0.213	1320
W8-1-1	14	22325074	22327316	-1.674	5
W8-1-1	14	24499743	24500646	-0.746	12
W8-1-1	14	24500840	27162276	-0.209	1839
W8-1-1	14	27162904	27162946	-2.334	2
W8-1-1	14	27166939	47131759	-0.201	12556
W8-1-1	14	47132410	47132830	-1.869	3
W8-1-1	14	47136642	56351623	-0.214	6041
W8-1-1	14	56354934	56354948	-2.308	2
W8-1-1	14	56355327	73995457	-0.226	11667
W8-1-1	14	73995775	74020980	-1.19	11
W8-1-1	14	74029901	88403075	-0.217	9771
W8-1-1	14	88403377	88403451	-2.311	4
W8-1-1	14	88403757	107285437	-0.23	12086
W8-1-1	15	20016329	26640219	-0.214	3126
W8-1-1	15	26640852	26641128	-1.519	4
W8-1-1	15	26641278	34739922	-0.225	5087
W8-1-1	15	34745720	34746463	-1.914	3
W8-1-1	15	34747344	34818318	-0.559	55
W8-1-1	15	34830254	76632487	-0.213	26967
W8-1-1	15	76634347	76634680	-2.582	2
W8-1-1	15	76646575	76891512	-0.233	142
W8-1-1	15	76891628	76895776	0.594	20
W8-1-1	15	76902180	102469041	-0.224	18190
W8-1-1	16	14777394	21379452	-0.214	3465
W8-1-1	16	21387535	25382129	-0.576	2257
W8-1-1	16	25382676	90287536	-0.217	36875
W8-1-1	16	3065069	14770633	-0.599	10432
W8-1-1	16	60778	3056584	-0.237	1081
W8-1-1	17	39423015	39430532	0.671	24
W8-1-1	17	39432725	44177108	-0.211	2601
W8-1-1	17	44177459	44362010	-0.512	123
W8-1-1	17	44362364	76816232	-0.224	20154
W8-1-1	17	527	39421709	-0.231	21642
W8-1-1	17	76817090	76817463	-2.353	2
W8-1-1	17	76822168	81049726	-0.256	2063
W8-1-1	18	11543	22322715	-0.236	12940
W8-1-1	18	22322903	22323183	-2.195	2
W8-1-1	18	22325428	28881801	-0.218	4254
W8-1-1	18	28883507	28883622	-2.389	2
W8-1-1	18	28887506	38258728	-0.214	6210
W8-1-1	18	38260421	38265390	0.458	19
W8-1-1	18	38268024	40508057	-0.231	1560
W8-1-1	18	40508687	40517187	-0.889	13
W8-1-1	18	40517447	55507350	-0.225	10312
W8-1-1	18	55508418	55508811	-1.838	3
W8-1-1	18	55510944	60267580	-0.238	3530
W8-1-1	18	60267933	70619936	-0.205	7709
W8-1-1	18	70621389	78015057	-0.243	5548
W8-1-1	19	35289162	36026235	0.273	548
W8-1-1	19	36228539	36679998	0.282	196
W8-1-1	19	41211056	52257673	-0.264	5711
W8-1-1	19	53118554	53512815	-0.304	303
W8-1-1	19	53552435	54430143	-0.269	662
W8-1-1	19	55251486	55378450	-0.328	55
W8-1-1	20	1561581	1582208	0.742	38
W8-1-1	20	2106283	2618308	-0.23	479
W8-1-1	20	2618508	2722853	-0.414	85
W8-1-1	20	2723876	3528295	-0.222	445
W8-1-1	20	3532573	3875394	-0.374	196
W8-1-1	20	3885917	4098567	-0.218	151
W8-1-1	20	50093744	50093928	-2.095	2
W8-1-1	20	643677	643919	-1.943	2
W8-1-1	20	8661351	8661847	-1.917	2
W8-1-1	21	33906446	33906744	-2.882	2
W8-1-1	22	16052529	16953727	-0.261	158
W8-1-1	22	16957011	51175766	-0.579	24256
W8-1-1	22	51181237	51234456	-0.37	24
W8-1-1	23	119805	2665210	-0.317	485
W8-1-1	23	155011229	155182355	-0.336	9
W8-1-1	24	14000861	27367488	-1.458	5593
W8-1-1	24	2650439	2928909	-1.341	143
W8-1-1	24	27387928	27695096	-0.904	93
W8-1-1	24	27717800	28557249	-1.546	316
W8-1-1	24	28557803	28799936	-1.026	146
W8-1-1	24	2929514	5965769	-0.844	966
W8-1-1	24	58967865	59032809	-0.348	272
W8-1-1	24	5966657	6120433	-1.085	72
W8-1-1	24	6124281	6412635	-1.545	126
W8-1-1	24	6417028	6648184	-0.893	89
W8-1-1	24	6648762	9927196	-1.439	1736
W8-1-1	24	9927723	14000210	-0.935	127
W9-1-1	1	111377566	111377576	-1.084	4
W9-1-1	1	111378896	111379556	-1.697	11
W9-1-1	1	111379574	111388227	-0.835	23
W9-1-1	1	152560884	152586239	-0.802	21
W9-1-1	1	196727851	196801988	-0.617	97
W9-1-1	1	203683491	205302922	1.425	1235
W9-1-1	1	205307789	249224389	-0.295	31119
W9-1-1	1	49374736	49374975	1.522	2
W9-1-1	1	72768937	72811149	-0.616	45
W9-1-1	2	235263617	235266969	-2.137	2
W9-1-1	3	129754605	129885569	0.323	95
W9-1-1	3	132420536	134226334	-0.332	1243
W9-1-1	3	6651129	6653333	-0.64	23
W9-1-1	4	10210390	10234267	0.471	32
W9-1-1	4	34779055	34824726	-0.522	40
W9-1-1	4	64697470	64705164	-0.879	10
W9-1-1	4	64707755	64708259	-2	6
W9-1-1	5	1282506	1286233	-0.482	12
W9-1-1	5	46271931	46273503	-1.54	6
W9-1-1	5	57326028	57333534	0.913	32
W9-1-1	5	654282	817851	0.23	76
W9-1-1	5	7169477	7189925	-0.479	27
W9-1-1	5	8702522	8747047	-0.576	49
W9-1-1	6	31286306	31295954	-0.756	7
W9-1-1	7	126352919	142474939	0.318	10427
W9-1-1	7	142476037	142479666	0.897	9
W9-1-1	7	142479723	142485302	0.52	12
W9-1-1	7	142485413	142486046	0.936	10
W9-1-1	7	142486116	147662972	0.284	3324
W9-1-1	7	147663412	158226240	0.335	6998
W9-1-1	7	158226790	159127005	0.274	595
W9-1-1	7	43259	6702846	0.349	3510
W9-1-1	7	54386506	54386518	-1.332	6
W9-1-1	7	54393489	70420439	0.28	6513
W9-1-1	7	6706631	54380374	0.301	36032
W9-1-1	7	70420990	70426142	-2.482	3
W9-1-1	7	70428243	76143894	0.329	2236
W9-1-1	7	76153349	126346893	0.287	31250
W9-1-1	8	7250381	8087144	0.266	225
W9-1-1	9	107887907	108058636	0.203	140
W9-1-1	9	19974894	29355042	-0.704	7212
W9-1-1	9	44466205	44837528	-0.521	46
W9-1-1	10	24377675	24380661	0.52	16
W9-1-1	10	51937354	67308710	-0.207	11291
W9-1-1	10	67308738	67311361	-0.98	15
W9-1-1	10	67313863	70053519	-0.214	1877
W9-1-1	10	929133	944583	-0.961	7
W9-1-1	12	1483296	6326270	0.254	3956
W9-1-1	12	150443	1483235	0.222	804
W9-1-1	12	45182260	58471457	0.237	7666
W9-1-1	12	58471473	90483351	0.205	20722
W9-1-1	12	6327989	45181739	0.207	24130
W9-1-1	12	90491670	90492075	-1.328	7
W9-1-1	12	90493557	99791793	0.217	6604
W9-1-1	12	99791815	99803094	-0.251	33
W9-1-1	12	99803119	133778190	0.236	23419
W9-1-1	13	82815199	82924009	-0.399	63
W9-1-1	14	106753863	106753868	1.667	2
W9-1-1	14	106881353	106918109	-0.267	51
W9-1-1	16	32840328	33681102	-0.282	151
W9-1-1	16	34470704	34755567	0.237	171
W9-1-1	17	21843894	21848343	-1.197	5
W9-1-1	17	39418373	39430451	0.581	26
W9-1-1	17	43585757	43586410	-1.953	3
W9-1-1	17	44225844	44784653	0.289	141
W9-1-1	20	1561581	1593850	1.179	44
W9-1-1	21	42868196	42868214	-1.622	2
W9-1-1	22	21542616	21927903	0.444	55
W9-1-1	23	153721214	155182355	-0.269	532
W9-1-1	23	2739628	152650820	-0.265	85729
W9-1-1	23	549294	562223	0.701	5
W9-1-1	23	682859	682862	-1.201	2
W9-1-1	24	2650439	5944602	0.487	1095
W9-1-1	24	5944604	28799936	0.742	8319
W9-1-1	25	195	703	1.173	14
W9-1-1	25	750	16519	-0.269	441
W10-1-1	1	10097021	10103012	-1.883	5
W10-1-1	1	10106775	12839577	-0.47	1529
W10-1-1	1	110250573	112690327	-0.515	2011
W10-1-1	1	112706199	119976913	-0.526	4702
W10-1-1	1	119977597	120523956	-0.472	491
W10-1-1	1	120527362	121168848	-0.228	54
W10-1-1	1	121172330	143755797	-0.442	85
W10-1-1	1	12983507	13376043	-0.464	20
W10-1-1	1	13715763	35091675	-0.49	12961
W10-1-1	1	144849540	144849553	1.473	3
W10-1-1	1	196679742	196682765	0.897	5
W10-1-1	1	196685976	197026265	0.264	265
W10-1-1	1	203340521	204598076	0.213	909
W10-1-1	1	213004456	213010437	-0.948	8
W10-1-1	1	236900018	236900538	-0.977	7
W10-1-1	1	248749195	248797123	-0.73	33
W10-1-1	1	35102655	35103037	-1.597	6
W10-1-1	1	35103143	35103828	-0.72	5
W10-1-1	1	35103865	35104492	-1.528	9
W10-1-1	1	35114268	48065339	-0.486	7376
W10-1-1	1	48071156	110225966	-0.522	41378
W10-1-1	1	565400	10091662	-0.479	5197
W10-1-1	2	106880714	106887255	-1.196	12
W10-1-1	2	108234325	108291987	-0.334	33
W10-1-1	2	136464818	136465143	-1.861	3
W10-1-1	2	33133316	33133661	-1.334	3
W10-1-1	2	38977371	38977402	-2.023	2
W10-1-1	2	52754501	52781296	0.389	30
W10-1-1	2	52781327	52781543	0.986	8
W10-1-1	3	192880727	192882904	-1.931	11
W10-1-1	3	22565896	22566626	-1.528	5
W10-1-1	3	25522350	25522777	-1.576	3
W10-1-1	3	26633278	27756767	-0.544	710
W10-1-1	3	28077444	29791698	-0.539	1305
W10-1-1	3	5078393	5150738	-0.58	65
W10-1-1	3	5535583	5539115	-1.467	3
W10-1-1	3	5907621	5915731	-1.053	4
W10-1-1	3	6214424	6216818	0.555	7
W10-1-1	3	65179907	65180001	-1.728	2
W10-1-1	3	6651129	6655079	-0.636	24
W10-1-1	3	68746260	68747414	-1.209	14
W10-1-1	3	85480724	85481000	-2.394	2
W10-1-1	4	12282	69367143	-0.206	43466
W10-1-1	4	130502729	130503097	-1.385	7
W10-1-1	4	130503425	134974469	-0.203	2555
W10-1-1	4	134975009	134975713	-1.554	3
W10-1-1	4	135780372	135780487	-1.37	4
W10-1-1	4	135785350	143182246	-0.215	4825
W10-1-1	4	143184614	143185064	-2.205	2
W10-1-1	4	143186491	172989374	-0.203	18900
W10-1-1	4	172989409	172989520	-1.65	6
W10-1-1	4	172989534	182190254	-0.203	6091
W10-1-1	4	182337589	190195119	-0.21	5788
W10-1-1	4	190195623	190199265	-1.798	3
W10-1-1	4	190199772	191027924	-0.271	418
W10-1-1	4	69413850	69413944	-0.854	4
W10-1-1	4	69537153	96245748	-0.201	16718
W10-1-1	4	96246506	96247596	-0.756	16
W10-1-1	4	96248617	130500524	-0.204	20923
W10-1-1	5	103860374	103860605	-2.552	4
W10-1-1	5	103861050	180790321	-0.273	51493
W10-1-1	5	15533	31833816	-0.271	22740
W10-1-1	5	31840606	31840718	-2.231	2
W10-1-1	5	31841279	57321646	-0.269	14024
W10-1-1	5	57326028	57333534	0.364	32
W10-1-1	5	57338357	91921285	-0.266	20454
W10-1-1	5	91921578	91921597	-3.243	2
W10-1-1	5	91922523	103851222	-0.265	6984
W10-1-1	6	121779646	121783130	-1.527	4
W10-1-1	6	29832867	29836741	-0.564	17
W10-1-1	6	29837188	29850381	0.455	20
W10-1-1	6	32508477	32653643	-0.508	59
W10-1-1	6	78962875	79035186	-1.475	117
W10-1-1	6	79424433	79424433	-2.061	2
W10-1-1	7	109437093	109437758	-0.986	14
W10-1-1	7	109437773	109441245	-0.311	11
W10-1-1	7	109441630	109453911	-2.092	10
W10-1-1	7	109827559	109827612	-1.72	2
W10-1-1	7	111195901	111196126	-2.838	2
W10-1-1	7	14013368	14013831	0.392	14
W10-1-1	7	143226900	143408431	0.239	30
W10-1-1	7	143425378	143430576	-0.262	16
W10-1-1	7	143431034	143572286	0.27	55
W10-1-1	7	146984325	147744744	-0.593	619
W10-1-1	7	15152628	15152746	-2.267	2
W10-1-1	7	54386510	54386518	-1.694	5
W10-1-1	7	54393489	54832718	-0.208	328
W10-1-1	7	55095551	55095829	-1.273	2
W10-1-1	7	55097365	55099838	0.606	7
W10-1-1	7	55178216	55219195	0.306	86
W10-1-1	7	8449905	8450309	-1.853	3
W10-1-1	7	92533310	92533686	-2.031	2
W10-1-1	7	97420650	97420653	-1.817	3
W10-1-1	8	1378411	1379150	-1.742	3
W10-1-1	8	2906868	2964503	0.304	64
W10-1-1	8	4091412	4102218	-0.57	31
W10-1-1	8	51032025	51033423	-1.488	8
W10-1-1	9	138215623	138216413	-1.987	2
W10-1-1	9	21815149	26434495	-1.322	3298
W10-1-1	9	26435047	26798623	-0.445	314
W10-1-1	9	26798724	28886664	-1.305	1765
W10-1-1	9	28886901	28943847	-0.388	48
W10-1-1	9	28944249	28955346	-1.023	4
W10-1-1	9	28957541	28959095	-0.36	6
W10-1-1	9	28964948	28981526	-1.325	14
W10-1-1	9	28982154	29112263	-0.491	81
W10-1-1	9	29116778	29183431	-1.41	56
W10-1-1	9	29185056	29203962	-0.61	13
W10-1-1	9	29206180	29352410	-1.353	100
W10-1-1	9	29355042	32403290	-0.486	2222
W10-1-1	9	32996865	38805381	-0.493	3723
W10-1-1	9	37747	9621573	-0.497	9483
W10-1-1	9	38808959	40619222	-0.295	138
W10-1-1	9	40619761	40811998	0.207	10
W10-1-1	9	40911225	41846812	-0.353	39
W10-1-1	9	43315671	44873200	-0.671	159
W10-1-1	9	44875943	45723035	-0.248	53
W10-1-1	9	45749019	46038862	-1.1	11
W10-1-1	9	46039615	68338634	-0.298	190
W10-1-1	9	68342630	68350206	-0.888	5
W10-1-1	9	9623686	9691329	-0.904	49
W10-1-1	9	9697245	21813264	-0.47	10477
W10-1-1	10	102142434	102262123	-0.354	56
W10-1-1	10	102692521	102736493	-0.432	17
W10-1-1	10	103023725	103039818	-0.614	14
W10-1-1	10	103083669	103101504	-0.702	5
W10-1-1	10	103235668	135431451	-0.442	23396
W10-1-1	10	47148630	47652892	-0.458	132
W10-1-1	10	68089113	68089241	-1.59	2
W10-1-1	10	80112157	80112195	-1.774	3
W10-1-1	10	95137639	95137951	-2.146	2
W10-1-1	11	123515644	123515705	-1.597	2
W10-1-1	11	230368	4968198	-0.292	2579
W10-1-1	11	35413047	51096373	-0.463	9616
W10-1-1	11	4968511	4976372	-0.988	32
W10-1-1	11	4976390	35411909	-0.303	23054
W10-1-1	11	55376499	55435128	0.436	38
W10-1-1	12	132132585	132133336	-1.413	13
W10-1-1	12	150443	865970	-0.523	439
W10-1-1	12	27647742	27651363	-1.445	28
W10-1-1	12	27657161	46284635	-0.518	10306
W10-1-1	12	46332497	46343043	-0.968	4
W10-1-1	12	46599376	46606001	-0.759	7
W10-1-1	12	46606277	46614723	-0.341	4
W10-1-1	12	46662386	52117239	-0.496	2975
W10-1-1	12	52210091	52368265	-0.486	90
W10-1-1	12	52551036	52602716	-0.232	48
W10-1-1	12	52603071	52666686	-0.495	60
W10-1-1	12	52702633	52762070	-0.281	69
W10-1-1	12	52798364	52801296	-0.972	5
W10-1-1	12	52804671	52837364	-0.304	38
W10-1-1	12	52837615	52842830	-0.734	8
W10-1-1	12	52842927	52846133	-0.216	7
W10-1-1	12	52847586	52847940	-0.848	3
W10-1-1	12	52946101	53008372	-0.508	59
W10-1-1	12	53009561	53022674	0.235	12
W10-1-1	12	53023397	53039073	-0.267	22
W10-1-1	12	53102733	53200180	-0.446	114
W10-1-1	12	53800199	53996042	-0.493	84
W10-1-1	12	71354039	71386340	-0.398	43
W10-1-1	12	71386474	71389201	0.303	5
W10-1-1	12	71392124	71502598	-0.398	68
W10-1-1	12	71577302	71715732	-0.57	98
W10-1-1	12	71952587	71977787	-0.57	25
W10-1-1	12	72079722	77188767	-0.512	3178
W10-1-1	12	77368984	77848836	-0.558	362
W10-1-1	12	77929699	77939779	-0.606	13
W10-1-1	12	77964428	78097655	-0.498	142
W10-1-1	12	78414780	78418571	-0.75	8
W10-1-1	12	78449651	78478084	-0.546	20
W10-1-1	12	80188841	80545611	-0.498	215
W10-1-1	12	8594654	9633375	-0.511	586
W10-1-1	12	869110	874030	-1.69	18
W10-1-1	12	875355	8533236	-0.508	5347
W10-1-1	12	9734970	27645993	-0.526	12755
W10-1-1	13	104347066	104422557	-1.571	84
W10-1-1	13	104423519	115108398	-0.528	7915
W10-1-1	13	19026950	19315174	-0.376	79
W10-1-1	13	19399981	19549269	-0.338	98
W10-1-1	13	19549527	22320178	-0.502	1757
W10-1-1	13	22321654	22321690	-2.584	2
W10-1-1	13	22323361	58584791	-0.507	25314
W10-1-1	13	58590282	58597030	-1.74	6
W10-1-1	13	58602053	104340739	-0.517	30653
W10-1-1	14	106548214	106561442	-1.882	8
W10-1-1	14	106567101	106715489	-0.414	69
W10-1-1	14	106717357	106747100	-0.844	16
W10-1-1	14	106783045	106802054	-0.843	8
W10-1-1	14	106815944	106868555	-0.347	31
W10-1-1	14	106872063	106918095	-1.315	53
W10-1-1	14	106918109	107152360	-0.547	148
W10-1-1	14	107176213	107285437	-0.482	79
W10-1-1	14	19002125	20010914	-0.419	74
W10-1-1	14	20037147	20425861	-0.748	156
W10-1-1	14	20425911	44659944	-0.494	15911
W10-1-1	14	44667334	44667765	-1.963	4
W10-1-1	14	44670095	72128172	-0.508	17702
W10-1-1	14	72236170	74006708	-0.502	1344
W10-1-1	14	74006852	74020980	-1.315	7
W10-1-1	14	74029901	80199280	-0.497	4233
W10-1-1	14	80206852	80207193	-2.044	3
W10-1-1	14	80209938	106547508	-0.506	17167
W10-1-1	15	20016329	76878362	-0.325	35384
W10-1-1	15	76891242	76895345	0.31	15
W10-1-1	15	76895768	76895776	0.69	7
W10-1-1	15	76902180	102469041	-0.336	18190
W10-1-1	16	22626347	22710743	0.205	58
W10-1-1	16	33963581	33963970	-2.163	2
W10-1-1	16	5759755	5759939	-2.14	2
W10-1-1	16	85092397	85092748	-1.386	5
W10-1-1	16	85932132	85933038	-1.503	3
W10-1-1	17	13429665	13432557	-1.249	4
W10-1-1	17	39423015	39423258	0.997	9
W10-1-1	17	39423306	39440956	0.257	33
W10-1-1	17	41257182	41258762	0.456	11
W10-1-1	17	41270138	41281568	-0.503	14
W10-1-1	17	44195364	44752301	-0.343	169
W10-1-1	18	11543	20637782	-0.274	11807
W10-1-1	18	20638048	20638059	-2.693	2
W10-1-1	18	20638094	38258728	-0.267	11599
W10-1-1	18	38260421	38265390	0.344	19
W10-1-1	18	38268024	40508057	-0.291	1560
W10-1-1	18	40508687	40517187	-0.999	13
W10-1-1	18	40517447	78015057	-0.266	27102
W10-1-1	19	27751676	35300722	-0.528	5316
W10-1-1	19	35305027	36026595	1.54	535
W10-1-1	19	36030093	36225999	-0.513	86
W10-1-1	19	36228539	36677158	1.529	195
W10-1-1	19	36679998	59097855	-0.509	12555
W10-1-1	19	90911	255579	-0.267	6
W10-1-1	20	14792835	14792839	-2.13	2
W10-1-1	20	1570753	1571104	-1.208	5
W10-1-1	20	1571273	1590456	-0.338	27
W10-1-1	20	1590535	1593894	-1.535	3
W10-1-1	20	50093744	50093928	-1.962	2
W10-1-1	20	52905277	52905837	-1.705	2
W10-1-1	20	6669423	6670085	-1.588	3
W10-1-1	20	8661351	8661847	-2.001	2
W10-1-1	21	9764385	14410171	-0.501	149
W10-1-1	22	16052529	16493160	-0.459	94
W10-1-1	22	16493662	19551548	-0.252	1677
W10-1-1	22	19554015	19569002	-0.53	18
W10-1-1	22	19571665	19572770	-2.165	2
W10-1-1	22	19573173	24370431	-0.224	3083
W10-1-1	22	24371071	24382763	-2.325	3
W10-1-1	22	24385547	24394016	-0.944	6
W10-1-1	22	24395299	25081339	-0.252	363
W10-1-1	22	25082116	25082535	-1.729	3
W10-1-1	22	25087674	32635037	-0.258	5685
W10-1-1	22	32635435	32636089	-1.77	2
W10-1-1	22	32637148	51234456	-0.258	13502
W10-1-1	23	119805	2644240	-0.561	484
W10-1-1	23	12844956	12969224	-0.214	104
W10-1-1	23	12971289	14265767	0.22	916
W10-1-1	23	14269596	29666955	-0.216	9698
W10-1-1	23	2665210	4515815	-0.225	1364
W10-1-1	23	29667438	29872042	0.313	118
W10-1-1	23	29873794	31818610	-0.219	1319
W10-1-1	23	31822368	31911466	0.284	57
W10-1-1	23	31919479	59342442	-0.21	14355
W10-1-1	23	4516836	4516892	-1.881	2
W10-1-1	23	4518747	12303242	-0.216	6035
W10-1-1	23	59357188	155011229	0.208	52334
W10-1-1	24	18236071	28423939	-1.338	3643
W10-1-1	24	2650439	2978679	-1.118	164
W10-1-1	24	28438117	28799936	-0.926	198
W10-1-1	24	2985596	6117911	-0.653	1018
W10-1-1	24	58967865	59017742	-0.373	165
W10-1-1	24	59017751	59018176	-1.64	8
W10-1-1	24	59018260	59021583	-0.785	28
W10-1-1	24	59021748	59032809	-0.413	73
W10-1-1	24	6120433	6400206	-1.471	120
W10-1-1	24	6400538	6632695	-0.639	90
W10-1-1	24	6635746	18235432	-1.214	4181
W11-1-1	1	104163500	104225558	-0.61	13
W11-1-1	1	108769303	108817180	-2.284	2
W11-1-1	1	110227318	110240179	-0.479	23
W11-1-1	1	21067001	21067001	-1.992	2
W11-1-1	1	72768937	72811134	-1.334	44
W11-1-1	1	76054764	76054855	-2.173	2
W11-1-1	2	32627998	33331779	0.339	454
W11-1-1	2	34699315	34737058	-1.574	47
W11-1-1	3	136022952	136025427	-2.402	2
W11-1-1	3	162513093	162625996	-1.355	71
W11-1-1	3	195383143	195454961	-0.702	35
W11-1-1	4	138182434	138183102	-0.849	15
W11-1-1	4	138183148	138192284	-0.48	40
W11-1-1	4	172374885	172377934	1.092	14
W11-1-1	4	1738253	1804276	0.996	20
W11-1-1	4	34786501	34824726	-2.26	39
W11-1-1	5	12815866	12826651	-1.442	10
W11-1-1	5	46271931	46273503	-2.225	6
W11-1-1	5	57326028	57333534	0.888	32
W11-1-1	6	152390151	152390187	-2.513	2
W11-1-1	7	109437093	109437773	-0.812	15
W11-1-1	7	109441245	109453911	-1.908	11
W11-1-1	7	154393172	154399614	-2.568	4
W11-1-1	7	56762114	56768815	-1.941	4
W11-1-1	8	112294647	112295261	-1.699	7
W11-1-1	8	144304632	144309756	-1.471	2
W11-1-1	8	595221	595909	1.595	10
W11-1-1	9	19485456	28140215	-0.971	6688
W11-1-1	9	28168157	29069900	-1.007	697
W11-1-1	9	44727860	44855738	-0.791	41
W11-1-1	10	72760	135506705	-0.292	93635
W11-1-1	14	106874362	106918109	-0.395	53
W11-1-1	15	29564279	34694637	-0.38	3356
W11-1-1	15	34869010	38816833	-0.394	2806
W11-1-1	15	76891628	76895345	-2.231	13
W11-1-1	15	76895768	76895776	-0.954	7
W11-1-1	16	16295808	16746930	-0.341	50
W11-1-1	16	18228119	18766255	-0.323	60
W11-1-1	16	19944001	19970255	-0.44	33
W11-1-1	16	34568667	34657015	0.285	57
W11-1-1	16	88114839	88115392	-2.601	2
W11-1-1	17	8247548	8247734	-2.398	2
W11-1-1	19	44947444	51900924	0.25	3296
W11-1-1	19	51902327	59097855	0.215	4761
W11-1-1	19	90911	44946068	0.204	22308
W11-1-1	20	7400987	7406738	-2.852	2
W11-1-1	22	24350530	24396815	-1.373	20
W11-1-1	22	39363620	39389706	-0.387	27
W11-1-1	22	39555458	39560666	-1.55	2
W11-1-1	23	2710743	154966635	-0.324	86764
W11-1-1	24	10028027	27066040	0.644	5667
W11-1-1	24	2650439	2929514	0.583	144
W11-1-1	24	27066057	27224322	2.038	4
W11-1-1	24	27232092	27723775	0.537	114
W11-1-1	24	27727174	28457338	0.79	264
W11-1-1	24	28458649	28662738	0.511	115
W11-1-1	24	28665463	28799936	0.498	71
W11-1-1	24	2930848	6107902	0.338	1034
W11-1-1	24	59017340	59020916	0.343	37
W11-1-1	24	6110499	9927723	0.64	1957
W11-1-1	25	195	16519	-0.213	455
W12-1-1	1	149041723	149339586	-0.529	154
W12-1-1	1	152552820	152586239	-1.22	36
W12-1-1	1	196727851	196741317	-1.554	17
W12-1-1	1	196741368	196749218	-2.832	12
W12-1-1	1	196749822	196801656	-1.096	64
W12-1-1	1	196801785	196815792	-0.667	9
W12-1-1	1	203324697	203582331	1.154	158
W12-1-1	1	203582483	204647493	1.493	801
W12-1-1	1	204650384	205040943	1.135	343
W12-1-1	1	205044339	205542638	1.263	318
W12-1-1	1	205542874	205619544	1.133	62
W12-1-1	1	222374835	222377005	-2.958	2
W12-1-1	2	112808969	112809219	-2.039	2
W12-1-1	2	115083030	115083213	-2.977	2
W12-1-1	2	22912502	22913075	-1.671	3
W12-1-1	2	38977371	38977402	-1.83	2
W12-1-1	2	50556445	50556671	-1.814	2
W12-1-1	2	50837494	50837708	-1.474	2
W12-1-1	2	51205582	51205749	-1.403	2
W12-1-1	2	52754469	52754882	0.508	7
W12-1-1	2	52781327	52781543	0.618	8
W12-1-1	3	162512658	162628615	-1.33	76
W12-1-1	3	162717728	162719563	-2.541	2
W12-1-1	3	192878196	192882904	-1.203	17
W12-1-1	3	195444714	195446923	-0.229	5
